X,Y,OCC
1095566,3807758,0
403842,4649645,0
523126,4593476,0
755391,3891037,0
1024410,3768862,0
1101880,3867759,0
960685,4055433,0
652120,4536699,0
491343,4395099,0
1002959,3802754,0
615942,4309992,0
870679,3803276,0
699944,4526145,0
681779,4161181,0
937749,4117115,0
611781,4485264,0
721799,4486737,0
507209,4261483,0
1071153,3820658,0
465453,4544821,0
442982,4489651,0
977715,3835747,0
919962,3829036,0
1046300,3884969,0
566093,4311793,0
1024772,3897669,0
950779,3777334,0
548634,4644991,0
803157,4163879,0
1138112,3778319,0
582127,4555403,0
635439,4168764,0
1090618,3841689,0
1095519,3659120,0
717199,3943357,0
1147623,3757260,0
661762,4460008,0
761678,4131910,0
1081104,3989886,0
1173843,3909426,0
787155,4138811,0
1025579,3985395,0
642845,4392902,0
747859,4550286,0
1201132,3694264,0
713662,4511833,0
811563,4053901,0
1197383,3876375,0
544745,4604488,0
751758,3995025,0
486527,4271465,0
1159079,3749602,0
622487,4141292,0
796162,4240988,0
1080916,3990786,0
563646,4107933,0
693649,4203961,0
1051739,4076935,0
704316,4164941,0
814520,4212080,0
744774,4282354,0
814195,4271484,0
753195,4023254,0
745286,4420765,0
846814,3852189,0
741643,4628634,0
894503,3859743,0
877214,3974810,0
992533,3786971,0
1026156,3937440,0
654744,4324664,0
620047,4124942,0
1230391,3843104,0
939831,4123554,0
742023,4183075,0
843010,4153999,0
422597,4414431,0
865672,3915745,0
756539,4024864,0
527047,4340091,0
459651,4290186,0
926691,3776741,0
587157,4160168,0
559574,4650281,0
436852,4582820,0
740671,4061536,0
452055,4609876,0
880269,3853477,0
544765,4531474,0
945138,3772904,0
662413,4596252,0
448073,4371136,0
532206,4584695,0
816069,4147371,0
563372,4154053,0
969244,3851220,0
949233,3858997,0
646862,4257663,0
1080825,3677319,0
706958,4418196,0
922756,3806480,0
589394,4196640,0
552337,4499588,0
474897,4304574,0
1181698,3926273,0
757776,4334785,0
681630,4444777,0
882972,4034614,0
671431,4332933,0
1036904,4010150,0
816005,4183893,0
825969,3984825,0
749827,3897811,0
1164101,3852096,0
752734,4028364,0
1091953,3754308,0
521409,4302344,0
1094528,3958129,0
836563,4053207,0
1146848,3753050,0
698965,4026118,0
630935,4583852,0
524288,4490330,0
662886,4220571,0
629179,4360017,0
442331,4490408,0
700223,4001064,0
834997,4045166,0
1310858,3828497,0
1086787,3727296,0
728898,4364928,0
735082,4011334,0
633346,4613966,0
859569,3961435,0
652670,4322431,0
1121013,3738954,0
548443,4372561,0
674992,4501801,0
951146,3813499,0
731210,4305852,0
825510,4211358,0
602464,4504016,0
680631,4129783,0
815544,3977440,0
594605,4464785,0
833423,4212440,0
808905,4104586,0
583708,4412361,0
850530,4110335,0
1068827,3947315,0
1079898,3874436,0
590623,4494771,0
1047679,3931290,0
997262,3720888,0
603697,4483508,0
779141,4025530,0
988070,3903132,0
580927,4615019,0
640304,4481996,0
1155500,3798647,0
589617,4191814,0
592148,4396608,0
1277847,3875001,0
1008119,4103017,0
427038,4592939,0
506214,4355781,0
1161089,3722974,0
1144699,3744826,0
1111030,3844146,0
749880,4331322,0
693313,4501406,0
818283,4200155,0
661282,4006502,0
1080956,3926874,0
676594,4582856,0
869645,4004854,0
1127291,3735909,0
1120173,3838245,0
1104027,3689808,0
701643,4184266,0
763115,4017958,0
1034873,3814073,0
626854,4219356,0
1068720,3753967,0
1087117,3950373,0
705996,4493904,0
655123,4030102,0
638318,4458468,0
746740,4610771,0
722572,4370555,0
657920,4609873,0
523445,4509642,0
1178704,3721925,0
553793,4421647,0
698488,4530615,0
604350,4047153,0
531039,4502820,0
806760,4178966,0
661606,4632872,0
737526,4197248,0
820772,4093940,0
395758,4477114,0
1085329,3927661,0
590276,4217433,0
464064,4499575,0
608517,4550437,0
1014691,3749550,0
745503,3905351,0
779312,3865633,0
921070,4143568,0
711310,4280211,0
645236,4265075,0
638974,4642681,0
757163,4067117,0
478621,4276679,0
1191049,3773895,0
933084,3795374,0
461688,4578227,0
560113,4540001,0
952126,3810132,0
575322,4244916,0
1053723,3902884,0
700337,4571369,0
550703,4349626,0
1085242,4028614,0
665486,3953078,0
719979,3929642,0
771065,3831395,0
508826,4530780,0
703065,4574467,0
1183151,3823432,0
766890,4108463,0
917815,3861515,0
797865,3898873,0
1089061,3922827,0
994850,4061764,0
663327,4562508,0
908868,3809492,0
791288,4118024,0
843412,3857609,0
836093,4200752,0
944739,3985629,0
671417,4265674,0
919231,3774292,0
989185,3799778,0
503958,4244038,0
919776,3880389,0
419900,4635296,0
1065941,3665622,0
552764,4364627,0
1066068,3639917,0
1150754,3725561,0
740438,4200008,0
723402,4219251,0
847624,3828316,0
484870,4617543,0
919161,3841409,0
958055,4120713,0
984154,3999826,0
918877,3922004,0
596481,4366645,0
474617,4492195,0
593242,4640611,0
510464,4236523,0
564561,4472015,0
405662,4644583,0
767608,4244956,0
1034023,4083342,0
1259475,3830368,0
1110210,3691728,0
454717,4374359,0
774376,4004669,0
1175330,3919298,0
705733,4036679,0
1012529,3709273,0
545613,4355414,0
952942,4035366,0
887679,3981558,0
1036787,3938987,0
1039570,3880084,0
488457,4608759,0
1261127,3756205,0
1122251,3814247,0
443328,4410033,0
514142,4210121,0
526763,4619530,0
1124591,3901028,0
1072908,3978682,0
884185,4206931,0
922679,3860359,0
825700,3922561,0
1086703,3901571,0
639223,4526445,0
683467,4445744,0
396380,4460467,0
713677,4556431,0
627825,4112280,0
899040,4001806,0
1259027,3720390,0
876095,4179326,0
763981,4262649,0
907135,4070929,0
586883,4647954,0
635255,4390248,0
473118,4377075,0
1141603,3781217,0
1136033,3724319,0
753341,4039797,0
1121181,3648720,0
1247463,3862118,0
915949,4052033,0
676545,4189642,0
997385,3749273,0
701334,4403557,0
656592,4358659,0
709304,4255540,0
758644,4303735,0
737628,4474803,0
774740,4206684,0
677358,4345250,0
626266,4095429,0
754144,4426222,0
643381,4480409,0
1246625,3653742,0
761601,4290458,0
626863,4371151,0
963843,3964495,0
1096720,3777533,0
469519,4408255,0
735103,3947912,0
1120475,3809285,0
657976,4086947,0
612648,4339212,0
985299,3783291,0
789116,3875308,0
616266,4547505,0
728982,4169320,0
1193034,3723258,0
955279,3821642,0
552248,4433613,0
711402,4345690,0
966484,3985528,0
873577,3959297,0
1060051,4064807,0
1107576,3872195,0
916960,3935205,0
789471,3837938,0
542336,4581197,0
637221,4161494,0
591369,4417065,0
834106,4134680,0
651928,4649796,0
1172174,3757232,0
828964,4155731,0
1155060,3816549,0
506218,4246624,0
1230656,3928573,0
1165272,3955026,0
598435,4539268,0
889932,4094011,0
1042176,3755499,0
623289,4373107,0
636944,4265422,0
751180,3851760,0
1171336,3963053,0
911773,3841868,0
913780,4008545,0
435857,4409571,0
1139594,3889323,0
1103196,3826442,0
665184,3958293,0
912422,3974355,0
838532,3923242,0
1032658,3802681,0
884322,3818580,0
786703,4144557,0
557125,4556756,0
1076506,3858505,0
529885,4366427,0
721405,3971617,0
1218807,3879465,0
1238739,3690134,0
923935,4133228,0
450044,4405980,0
737764,4339394,0
809776,4032310,0
830800,4100996,0
1146376,3858241,0
669510,4596650,0
1261307,3661601,0
601736,4533577,0
742528,4370412,0
820496,4123545,0
1049478,3644846,0
712915,4128775,0
680072,4044157,0
1028691,3744321,0
768008,3901695,0
501613,4439096,0
645038,4112916,0
1125848,3645704,0
1230096,3886293,0
663785,4535207,0
554627,4232852,0
898707,4091486,0
1095910,3675489,0
1272568,3676024,0
524747,4315425,0
705622,4104630,0
1284816,3805193,0
763514,3862452,0
840054,4150256,0
699034,4523215,0
638298,4391947,0
522561,4335497,0
1177263,3783486,0
849136,3812636,0
612476,4628809,0
666369,4620128,0
1032852,4042825,0
729475,3853800,0
673071,4064856,0
422745,4453039,0
1224895,3772708,0
476347,4426169,0
859960,3846769,0
1051287,3930939,0
702037,4026181,0
424262,4632316,0
519221,4574857,0
911959,3799436,0
698511,4182544,0
804143,4056170,0
654610,4104990,0
747877,4536683,0
734743,3826656,0
913669,4152042,0
1167218,3665785,0
1196261,3658884,0
879635,4128784,0
640586,4402727,0
757537,4220502,0
745150,4509350,0
651467,4643225,0
880173,4176485,0
968173,4019187,0
407627,4440419,0
1195185,3705667,0
1141974,3798477,0
763594,3895801,0
590653,4137106,0
892990,4130501,0
486392,4646083,0
1149063,3876111,0
1139480,3639113,0
1016064,3833803,0
1036274,3848350,0
515090,4229007,0
961622,3872824,0
684173,4565202,0
527365,4621256,0
1062035,3716632,0
610525,4375537,0
1040230,3853928,0
810117,3984058,0
744143,3877896,0
560484,4310015,0
890685,4064333,0
488519,4443265,0
1127199,3710055,0
594804,4050188,0
698908,4583363,0
942733,3961483,0
1119868,3986063,0
689127,4513850,0
935150,4031009,0
627787,4244973,0
688532,4203931,0
623129,4215286,0
1102098,3775569,0
686095,4440587,0
1001879,3870401,0
801551,4035447,0
628490,4642127,0
1051140,4015139,0
549506,4545279,0
989509,3745393,0
975889,4081043,0
822647,4065790,0
789259,4274594,0
701732,4308449,0
799945,3909294,0
756145,4011075,0
663314,4046561,0
453770,4576140,0
585902,4266416,0
441711,4562282,0
670427,4442971,0
747090,4619289,0
1012024,3871133,0
1267784,3655688,0
560129,4514051,0
755798,3972453,0
1041062,4012653,0
721616,4119648,0
463690,4357099,0
532082,4404069,0
415645,4540816,0
760013,4074823,0
1027223,3768164,0
718251,4378760,0
792099,3979220,0
1065621,3654637,0
1244165,3897311,0
811716,4189108,0
682554,4076766,0
469209,4375702,0
429456,4477870,0
989647,3864643,0
1011710,3785595,0
498546,4270876,0
691356,3943459,0
789342,3910985,0
1097813,3822852,0
1250767,3887683,0
828692,4169005,0
752080,4474487,0
675761,4378396,0
1178323,3643648,0
1111416,3648641,0
671705,4185769,0
976351,3948824,0
1111185,3875262,0
1032425,4018506,0
571826,4482397,0
1093361,3766877,0
980495,3953385,0
1048622,3954659,0
476476,4416124,0
423897,4523649,0
1271339,3797787,0
1155274,3782307,0
497931,4299337,0
993542,4127763,0
503708,4217907,0
706331,4176176,0
902484,4178816,0
1067110,3975128,0
1078092,3852713,0
1024207,4001310,0
538698,4496902,0
606105,4500289,0
800829,3940091,0
624048,4463025,0
876903,3785375,0
749323,3828231,0
874987,4133987,0
955294,4013688,0
752592,4220785,0
637051,4214896,0
1104759,4024364,0
621338,4428886,0
613925,4339199,0
1165378,3796351,0
593651,4254867,0
566497,4367415,0
702726,4061644,0
801467,4191501,0
706191,4019066,0
703725,4434289,0
953579,4089276,0
814938,3851462,0
1021730,3798548,0
771025,4133830,0
827894,3830545,0
589736,4175072,0
1033891,4066015,0
1101566,4025672,0
524865,4268344,0
594746,4619081,0
677247,4143392,0
1241141,3782871,0
797989,4242546,0
694221,4451421,0
482168,4634698,0
981094,4039004,0
746025,4636885,0
1178841,3688727,0
837539,3967224,0
1056320,4033323,0
1117296,3647861,0
507802,4649496,0
746477,3943237,0
557087,4400728,0
884303,4150179,0
1291744,3661129,0
444762,4341379,0
858751,4060218,0
923596,4000539,0
911939,3826867,0
958890,4117282,0
979912,4007378,0
853753,3885521,0
647115,3992933,0
527889,4462954,0
1225710,3663784,0
590669,4395327,0
640575,4059470,0
800901,4275197,0
1165280,3758716,0
718189,3972248,0
946837,4051468,0
1017864,3800866,0
979385,3847171,0
720959,3868347,0
927031,4126891,0
841901,4123729,0
824237,4089170,0
502562,4640288,0
1036592,3964898,0
915730,4058898,0
1173152,3696680,0
543928,4562063,0
745729,4488805,0
841556,4050364,0
1152406,3654623,0
1178953,3858802,0
788973,3947733,0
1211799,3835074,0
943187,3899640,0
506068,4223703,0
1051842,4002357,0
671317,4102338,0
1258991,3647879,0
878456,4141295,0
833267,4001320,0
798564,4246447,0
768339,4251564,0
630998,3996287,0
755010,4430132,0
887022,4078255,0
911202,3780519,0
437350,4564609,0
689512,4366397,0
1211236,3824982,0
720819,3848226,0
444194,4474846,0
1065993,4033730,0
1183653,3838545,0
610748,4095827,0
1233682,3725009,0
716192,4370253,0
1254698,3795413,0
1247165,3728342,0
442369,4556646,0
1139309,3754337,0
1092602,3820157,0
615304,4595486,0
1103967,3944943,0
557379,4403376,0
417664,4559843,0
549076,4430535,0
684815,4167566,0
431511,4454751,0
1021249,3803870,0
681387,4630114,0
655381,4603472,0
745180,4312731,0
1142117,3793323,0
527524,4203269,0
686751,4108506,0
953635,3749049,0
427619,4603510,0
425191,4482625,0
898566,3774250,0
711524,4135848,0
782916,4096979,0
1089561,3806879,0
1249630,3852737,0
654917,4616099,0
1050595,4078990,0
1121238,3978835,0
410616,4533779,0
653246,3952978,0
502243,4477719,0
897797,4080181,0
534204,4625929,0
914754,3793672,0
701425,4505326,0
1091513,4042565,0
886564,4179578,0
588995,4285326,0
924305,4013194,0
901015,3793755,0
599311,4215295,0
930807,3774095,0
705826,4270050,0
510867,4517465,0
1186034,3727996,0
1153098,3886505,0
1094312,3828754,0
955736,3788313,0
1201140,3891936,0
1027751,3859705,0
757294,4030987,0
1112329,4030037,0
662009,4477323,0
1222038,3835872,0
1075386,3687688,0
677400,4490971,0
863635,4183737,0
964843,4063484,0
738787,3894623,0
1118537,3863467,0
667549,4094455,0
478969,4275810,0
1161792,3843247,0
580356,4453428,0
741754,4290563,0
879232,3821011,0
1010887,3745859,0
1007779,3792278,0
1205475,3936543,0
853167,4027353,0
736169,4037840,0
689435,4097866,0
820805,4050857,0
1152937,3658789,0
1146245,3687311,0
902004,3834753,0
674784,4325303,0
673466,4587551,0
807512,3986809,0
964247,4056849,0
690118,4544575,0
664040,4608863,0
633722,4085656,0
1060092,3863580,0
722442,4152514,0
608420,4092150,0
1239587,3696015,0
660702,4025948,0
547697,4315775,0
660764,4462490,0
958770,3778431,0
1033768,3982781,0
721998,3881341,0
649656,4417213,0
850945,3995413,0
1287200,3765115,0
918972,4042024,0
1226927,3766586,0
1139254,3790883,0
1173765,3811255,0
672382,4027688,0
806531,4118903,0
497183,4400019,0
832527,4252452,0
741398,4207435,0
1082832,3924825,0
1181112,3859216,0
794124,4032532,0
753363,4332375,0
750525,3849426,0
640501,4604021,0
781224,3923220,0
1075559,4022674,0
435670,4394150,0
564524,4252567,0
644328,4415827,0
1067019,3883523,0
856602,4036749,0
706524,4439375,0
807073,4035123,0
1066783,3886794,0
1097988,3915414,0
732459,4428269,0
485233,4520415,0
1040365,3939295,0
884053,3976926,0
1089063,3815318,0
545317,4614831,0
1148133,3818321,0
463647,4405828,0
1028075,3762492,0
705268,4512210,0
567711,4369740,0
1113234,3688603,0
513110,4459100,0
626884,4135349,0
923874,3863145,0
823590,3877342,0
768501,4019297,0
480366,4432500,0
572586,4582441,0
824273,4027915,0
1243648,3739113,0
420014,4583539,0
700398,4176509,0
746747,3860154,0
557945,4540213,0
525558,4317660,0
665450,4424542,0
521055,4504306,0
876920,4021804,0
1227389,3742393,0
720789,3841525,0
1199001,3761628,0
834184,3940881,0
771519,3903227,0
765910,4160161,0
829331,4126492,0
714830,4184671,0
581051,4320027,0
730391,4589508,0
1253616,3850346,0
992027,4021894,0
983222,3832188,0
528776,4551171,0
913457,4116991,0
824590,4172031,0
859821,4177177,0
979433,3747716,0
755524,4316479,0
1133308,3896868,0
668996,4418281,0
1167363,3634185,0
679324,4141724,0
725606,4184272,0
1161570,3731921,0
1070946,3712842,0
848088,3796100,0
698104,4220868,0
431573,4370996,0
579471,4240604,0
493302,4592174,0
1021339,4052051,0
882377,3888385,0
1170705,3873007,0
485532,4274833,0
660396,4355987,0
1112125,3989462,0
1159220,3854820,0
712062,3949925,0
616752,4211278,0
917410,3779190,0
543939,4212843,0
777690,4106482,0
839273,4134312,0
695097,4245670,0
450090,4357942,0
476573,4395678,0
1203938,3736811,0
649546,4647125,0
747610,4499682,0
980210,3763834,0
665824,4598732,0
840084,4089277,0
822315,3978196,0
779042,3832775,0
701687,3993015,0
901994,4188016,0
767919,3988767,0
495861,4456498,0
980228,4110567,0
615873,4417158,0
980965,3947118,0
590132,4359565,0
748316,4154428,0
542659,4520580,0
758959,3888648,0
721938,4422411,0
482446,4493806,0
577688,4226439,0
613197,4540310,0
1242024,3669018,0
575760,4275117,0
800345,3930653,0
476236,4307060,0
684004,4548896,0
832569,4145472,0
469666,4328427,0
558193,4432012,0
650516,4527272,0
1193739,3706856,0
777309,3832796,0
466056,4471129,0
1222614,3801972,0
1182897,3952630,0
478617,4334226,0
681781,4320517,0
847029,4149161,0
617917,4292305,0
631417,4059672,0
838143,3928273,0
758977,4087205,0
625384,4499889,0
786763,4275861,0
1215379,3905953,0
702398,4011135,0
868407,4192225,0
688549,3947318,0
536981,4190695,0
1240662,3705181,0
546590,4266859,0
770806,4299472,0
943681,4078271,0
517404,4208219,0
1137482,3810010,0
650148,4264092,0
794436,4211518,0
678627,4629970,0
681734,4566258,0
518969,4201017,0
850631,3833261,0
863276,3878941,0
771870,4009977,0
937496,3964352,0
1042350,3810254,0
629166,4391152,0
1014852,3783490,0
759608,4167360,0
834742,4186682,0
437910,4495328,0
889325,3823518,0
1121308,3711230,0
1056037,3855500,0
763095,4260218,0
838933,3965564,0
1000667,3799162,0
805106,3856099,0
1239371,3731820,0
869871,4030009,0
1066837,3960806,0
837493,4240879,0
513019,4588486,0
643319,4462432,0
657273,4110858,0
1205077,3801695,0
727902,3826448,0
1187703,3817071,0
621949,4186622,0
442515,4637371,0
561006,4562558,0
497582,4289284,0
686061,4112242,0
1244398,3780017,0
661143,3992845,0
526685,4516588,0
742945,4001111,0
1276855,3759576,0
443656,4531342,0
714109,4598977,0
770518,3927174,0
668655,3999543,0
1091058,4019457,0
676792,4236526,0
1113822,3855606,0
674253,4033412,0
666247,4542926,0
533801,4412836,0
1110882,3909762,0
694209,4549237,0
1118177,3955300,0
866540,3811444,0
650186,4465160,0
865390,3813174,0
658339,4095949,0
438946,4411139,0
861533,4095446,0
985054,3886415,0
1163704,3971445,0
580970,4364922,0
665584,4552360,0
952846,3949581,0
706128,4077058,0
974875,4079259,0
623170,4328611,0
1013110,3940125,0
798169,4255849,0
1151428,3691972,0
892690,4164513,0
702696,4555441,0
709377,4602935,0
477928,4351483,0
677622,3972118,0
1210799,3799311,0
441631,4441517,0
650321,4306025,0
585543,4565363,0
455504,4505178,0
754300,4259855,0
686224,4021681,0
941879,3802009,0
1165075,3979014,0
818505,4073169,0
444077,4474994,0
1013377,3799356,0
920241,3862847,0
646136,4522332,0
482520,4333073,0
622476,4494158,0
865920,4068337,0
739070,4471655,0
653670,4495128,0
492038,4586558,0
1133678,3665510,0
641794,4278667,0
1222573,3885259,0
1175787,3778438,0
502325,4381533,0
1159761,3949857,0
494327,4267817,0
1040680,3920029,0
709442,4252085,0
1169394,3873705,0
1180596,3841227,0
945284,4078622,0
804393,3921489,0
732424,4213712,0
649172,4524158,0
542342,4586632,0
783673,3860387,0
714944,4509932,0
1007210,4024079,0
936550,3938691,0
526125,4438049,0
710493,4164831,0
627717,4497692,0
592982,4476006,0
871571,3947632,0
1063915,4058673,0
808910,4141794,0
427692,4523047,0
721321,4586892,0
1054072,3755579,0
535209,4261103,0
723121,4267583,0
708863,4197050,0
1111100,3750037,0
921842,4030917,0
1081636,4050131,0
1284742,3759088,0
1167831,3775925,0
798824,3994647,0
761234,4205321,0
540126,4455691,0
460898,4646826,0
1096067,3784211,0
708411,4459210,0
631261,4606917,0
749103,4588047,0
680833,4034437,0
643275,4190288,0
1073367,3810175,0
392957,4471035,0
517268,4414362,0
1217562,3699207,0
1104579,4033680,0
574907,4302425,0
974822,4018277,0
858232,4138260,0
922250,4085669,0
1137376,3785032,0
718978,4180435,0
1039443,3634449,0
1214198,3817632,0
705625,4612771,0
1121428,3999029,0
553926,4572113,0
919533,3771881,0
848869,3827679,0
1095113,3872500,0
949970,3988760,0
1042317,3696417,0
666661,4067376,0
977973,4076792,0
572850,4100310,0
905138,4167447,0
721337,4106192,0
1134745,3677563,0
738456,3875627,0
702563,4638702,0
632420,4508775,0
1009897,3954498,0
1029862,3864850,0
1031777,3826008,0
636515,4025175,0
956834,4119785,0
564057,4432630,0
983696,3860698,0
834206,4011913,0
935568,4128702,0
728000,4358113,0
951597,3995058,0
1178906,3740621,0
503578,4251946,0
845261,3972381,0
1165912,3829393,0
690376,4576427,0
859552,3855581,0
441254,4472276,0
402464,4625129,0
1017343,3726858,0
613346,4398229,0
589379,4336400,0
635500,4167471,0
789870,4240441,0
1127804,3881415,0
1071635,3675355,0
1138203,3819127,0
998636,3902727,0
974305,3838978,0
583370,4465944,0
1010730,3804406,0
1002822,3725472,0
492853,4407862,0
606003,4150071,0
1091621,3621425,0
1158808,3813213,0
638935,4086927,0
482126,4436657,0
688180,4257148,0
872110,4217084,0
450857,4589746,0
1160669,3717279,0
596837,4480513,0
858060,4074175,0
607498,4120193,0
551526,4510251,0
793206,4003139,0
572729,4431577,0
1080956,3975852,0
487289,4465575,0
1181678,3900148,0
782075,3953076,0
890224,3825468,0
1238289,3752506,0
730527,4512971,0
1067337,3918337,0
591162,4291300,0
1179020,3926065,0
451526,4478229,0
1242616,3818033,0
1250485,3769563,0
749010,3887966,0
430994,4547981,0
523745,4604271,0
618832,4573317,0
733929,4040024,0
617626,4336025,0
617937,4589986,0
837972,3995721,0
710439,4385618,0
1063692,3940509,0
551321,4507808,0
865538,3888203,0
1240901,3855152,0
540571,4256310,0
1044246,3872568,0
647530,4452931,0
414428,4500795,0
1114020,3762288,0
764829,4056339,0
740296,3977120,0
1093304,3751395,0
954033,3970684,0
514827,4624422,0
919468,4062495,0
582214,4627492,0
667022,4570863,0
959927,4092862,0
730986,4590072,0
537526,4577274,0
1024278,3879489,0
1066252,4040975,0
632530,4358321,0
954860,4108332,0
683792,4649404,0
434605,4580678,0
600033,4314899,0
1052835,3933397,0
507307,4356288,0
1173369,3722539,0
1225739,3839553,0
878651,3990862,0
421002,4451341,0
1000771,3811054,0
868036,4012612,0
622641,4553085,0
870062,3955048,0
890148,4023707,0
775186,4201435,0
1151306,3651456,0
574629,4474147,0
520914,4355773,0
879418,3775482,0
1124269,3864079,0
769946,4049509,0
1186552,3902966,0
735389,4043173,0
704710,4608137,0
590289,4613504,0
519782,4316954,0
751044,3897261,0
772817,3915361,0
851584,3936196,0
676135,4624373,0
987916,4030537,0
525906,4624736,0
787658,4067001,0
1121716,3966795,0
774597,3952794,0
987417,3902227,0
492398,4569265,0
712659,4069237,0
725269,3858625,0
725062,4203235,0
980323,3887286,0
583910,4560459,0
1140319,3968416,0
644444,4240274,0
1187048,3911772,0
723928,3937349,0
611132,4184660,0
1274573,3785522,0
1216806,3696023,0
731297,4319443,0
684824,4284450,0
734633,4370293,0
1049229,3764402,0
430766,4551200,0
1017208,3864757,0
543722,4486299,0
981854,3731498,0
1016817,3933666,0
1018162,3988319,0
1112349,3960372,0
1072006,3798581,0
1122876,4021960,0
1066066,3869371,0
1099902,3938939,0
913676,3860151,0
838208,4197277,0
1119265,3778725,0
1073305,3871431,0
1120829,3821664,0
445913,4439995,0
529237,4575792,0
474160,4281492,0
646700,4270782,0
964651,3829564,0
1009978,3858041,0
1101136,3843976,0
436286,4372719,0
1240713,3847184,0
1014124,4022067,0
812076,4256798,0
796942,4040562,0
646722,4164030,0
1176652,3697612,0
1237843,3783547,0
606604,4098132,0
1222856,3668214,0
1122884,3650467,0
525372,4619715,0
1011742,4078619,0
1051151,3988294,0
1037497,3896051,0
614237,4494512,0
784152,3837299,0
867605,4167164,0
778036,4060048,0
878655,3869712,0
1100477,4036269,0
986262,4014396,0
794193,3880655,0
664270,4272853,0
939564,4030585,0
867171,3816659,0
579785,4473417,0
758974,4036815,0
676107,4405403,0
867503,3884985,0
1090415,3622039,0
390402,4489139,0
1072703,3743698,0
1127621,3888914,0
892813,3781446,0
487886,4381058,0
673898,4046782,0
886408,3775304,0
1072001,3906965,0
660473,4479757,0
1136681,3801760,0
1078548,3947728,0
1106217,3760675,0
708795,4042527,0
776478,4290365,0
937001,4091948,0
768746,3962553,0
657237,4109839,0
735362,4132830,0
1024754,3872186,0
1106820,3806202,0
681924,4163310,0
867004,4049525,0
989054,3918715,0
1139941,3920604,0
659284,3987676,0
1086985,3623280,0
1236543,3849783,0
995355,4067168,0
541809,4614614,0
573501,4581006,0
1212008,3857687,0
826143,4096645,0
701391,4495054,0
596884,4251350,0
1133167,3910456,0
409748,4461304,0
835804,4257190,0
898172,4110901,0
847117,3900737,0
633689,4208746,0
943215,3966875,0
728953,4516028,0
889863,4196302,0
796147,4235419,0
696554,4337795,0
707676,4134056,0
898665,3861833,0
730500,4095089,0
947448,3822143,0
1196075,3780856,0
808088,3927187,0
477615,4486811,0
924674,3987277,0
953415,3965759,0
1006942,3987954,0
1119821,3782930,0
918403,3793629,0
536932,4408954,0
812510,3841192,0
630229,4266397,0
685547,3959762,0
878262,4218777,0
1205618,3920729,0
908541,3890627,0
575399,4634904,0
667684,4369628,0
927924,4050619,0
753298,4286982,0
653842,4012938,0
1186538,3816965,0
817976,3914218,0
487626,4293486,0
1045572,3924179,0
1290219,3824663,0
586472,4456384,0
1278603,3765043,0
534802,4630529,0
612498,4461799,0
588604,4568751,0
444037,4324414,0
613202,4390650,0
436269,4388785,0
582159,4323835,0
830899,3860849,0
1007872,3893008,0
1043974,3906597,0
1052696,3979839,0
595243,4365129,0
695705,3954923,0
643778,4036991,0
730609,4203737,0
752503,4012996,0
933907,3918586,0
614428,4215119,0
907261,4122324,0
682242,4169997,0
442931,4405664,0
747860,3957078,0
624818,4175403,0
895036,3977795,0
